id	filename	md5	size	state
34a3f380-4d1d-48cf-9453-50b222bb10a9	TCGA-86-8358-01A-21-A45A-20_RPPA_data.tsv	178ceb67ca54ca205e8d659818daa344	23979	released
8f96237e-d2f1-40ad-b4e2-d135a8ebe0c3	nationwidechildrens.org_ssf.TCGA-86-8358.xml	713ee0ccfbb408f5f078aa663d71cbe1	14923	released
e032bff0-e7dd-4f8c-92b4-f8a75697c49b	TCGA-86-8358-01A-11D-A92R-36.WholeGenome.RP-1657.bam	7cebabc73819e5ec303b474fcbfaf86d	364313568995	released
98a56332-c374-4039-9464-128ab89da3d7	nationwidechildrens.org_clinical.TCGA-86-8358.xml	92e929b432d68569b45d0915c9e67bc6	35259	released
5f0c01a6-3654-443e-bc66-65cb9694c754	6ba4e857-c4f6-4276-b47b-ded41a3fe1d1.mirbase21.mirnas.quantification.txt	aae472b29630e435ad820a4614e0d157	50443	released
cf3a8277-54f1-491a-b53c-16947b59844e	ddd4e857-4f52-4c5d-8a4d-8e57caf4a81d_wgs_gdc_realn.bam	8483c4fa35857933a1992d9876f25b33	201718055943	released
abb0271d-e41a-4082-87b6-67c17caba035	461cd8f2-fe53-448d-b6a9-0a95792464c7.rna_seq.transcriptome.gdc_realn.bam	35cdca825a72556f18bf23e73e09869a	7679020247	released
740289e8-8aa0-4d32-9b64-227291ba4efd	TCGA-LUAD.3e2f489f-0b9a-4ae1-8d8f-f452e3765146.ascat3.allelic_specific.seg.txt	1a0a051da7c0ba05aba66bf96b61b667	20085	released
229fef63-fa49-47a5-b268-b3f246e09987	ac31fc88-f64c-476e-ac77-abc49f8f1bbb.wxs.pindel.raw_somatic_mutation.vcf.gz	8859cc7768ee23a939bbbb4bfc9753a5	44145	released
65d8cf94-b2ba-4170-b5de-dc0d78f2e576	87645fae-ab05-48d8-a2f8-333b1f13f5c3_noid_Grn.idat	bc8da0490b20bc2b115850f61e546e83	14370336	released
5ecec8fc-845f-43cf-82c3-73dea85cc53c	461cd8f2-fe53-448d-b6a9-0a95792464c7.rna_seq.augmented_star_gene_counts.tsv	c6db66bee178f64bc449e8cb0e0eb01b	4235780	released
f2a51205-f011-4b8f-b6e1-5469f63a4a99	RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_B01_1245250.CEL	b30c8856821e55082df5f78f169e3944	69095469	released
cfa307cb-975d-4507-b59c-0353401ca23d	TCGA-86-8358-01A-11D-A92R-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	29a0c8a65cc555801558c9f8ffe7bbe0	404905	released
ad148d4f-9742-4992-9924-c88f82110999	8d75cce6-c6f8-448b-bc48-4e6e775d44ee.somatic.SV.bedpe	f4d9b838c591c4b7ed16a62f4d486b01	463498	released
512bfa1a-df43-44e2-b167-990d35f85260	3933571a-633b-4032-bc3f-e19499b50b2e.wgs.gatk4.copy_number_variation.supplementary.tar.gz	e798fe84d429b66a94c3b5c69998793d	281218231	released
8cb4bea8-78ee-4819-b43e-31ad9629ab11	TCGA-LUAD.3e2f489f-0b9a-4ae1-8d8f-f452e3765146.absolute_liftover.gene_level_copy_number.v36.tsv	9d9e25657a4de1fcacaf0de3de071b0a	3435914	released
156a1674-1d7f-4ecf-8f35-f05879e274bf	461cd8f2-fe53-448d-b6a9-0a95792464c7.rna_seq.star_splice_junctions.tsv.gz	114df50ceb870bf4d782b15a110e7214	2485922	released
3d7c2932-0e92-494e-aa2c-66516f1c6b78	TCGA_LUAD.cd09f555-1ce2-4ab8-b778-d1854cbc15b5.wxs.VarScan2.somatic_annotation.vcf.gz	8e22eee37f51977d774d0ccbdcfb48eb	1666322	released
ef3b43b8-16a6-4810-9d6d-a62472e4e2b7	TCGA-LUAD.df6dec33-66c3-442d-b817-e2d1fbda5e81.arriba.rna_fusion.bedpe	fb1e844fbaaf0cff90e2bf6885f5fdad	7516	released
7884213a-cf71-4ba7-8c2b-0283bc34bec6	9af2a93c-e080-4fa2-be5b-dfbadbca761b.wgs.gatk4.copy_number_variation.supplementary.tar.gz	a6bb1897e84b4d73ad015df96b39e65c	282074943	released
9c5d808a-ed99-46f6-8ef8-e71416e86eb3	65f87bd8-f813-44f8-8075-a714af5deecd.methylation_array.sesame.level3betas.txt	5cd65892514167db342e42f3f5f5cddd	13147495	released
82603cf5-40e2-4790-b761-2cfc19eec1cc	a30542cd-932f-4861-892e-2afe5dae9eb5.wxs.varscan2.raw_somatic_mutation.vcf.gz	16df7ed6f11ebde6b6516a49b008ae09	168916	released
e10f5555-f6c8-4b41-8233-4140e2c11f24	TCGA-LUAD.4d97f759-1d22-4851-8c73-94b3055add9c.wgs.varscan2.raw_somatic_mutation.vcf.gz	85c8eeb84c7af5212216ab0e47bff73b	8303844	released
c36687cb-c2f2-4fd4-807d-5b4236fbe666	TCGA-LUAD.df6dec33-66c3-442d-b817-e2d1fbda5e81.arriba.rna_fusion.tsv	8ca56b653bab9a85d0033cd2882aa50e	16341	released
18fcb858-2f81-49a7-9816-615fd415c178	99834327-4415-4ef2-a889-80b2519b75a8.wxs.MuSE.aliquot.maf.gz	241705841e2caf4e6b6ea411490d44a0	962863	released
2c64cc4b-64c4-4baf-8c3a-29e5851348b6	RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_B03_1245236.nocnv_grch38.seg.v2.txt	c31bb09fe56403610d7b77aff57df793	57956	released
e5976aee-2a56-457c-80e5-00824254f6f8	461cd8f2-fe53-448d-b6a9-0a95792464c7.rna_seq.genomic.gdc_realn.bam	5447cee913448d81785459c188208c49	4104258820	released
71d75c08-3549-45ea-b5aa-008bb3ce5330	941a2e74-a122-44ba-a149-ae6308394a0a.somatic_sv.vcf.gz	6c51e0df0589cc8539c274e7972205d1	114340	released
7267b3a5-71dc-4e09-9318-ad1c0a969896	87645fae-ab05-48d8-a2f8-333b1f13f5c3.methylation_array.sesame.level3betas.txt	b36450165512b655026914c814d4a958	25539605	released
57e301e6-f67e-4776-8210-8ab45f4ee73b	RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_B03_1245236.grch38.seg.v2.txt	108a567e61849ed40e39ca40691b6104	97493	released
b3e887fe-8955-44cd-861d-74d3fa0065f3	TCGA-86-8358-01A-11H-2325-13_mirna_gdc_realn.bam	c2ecbfe6b3e01b6c83270862be14aea3	322685461	released
bf8783ab-a8f1-43ef-8ab2-9c58838303ce	ada79a71-e91a-43c6-b88d-cb81618969f1.wxs.MuTect2.aliquot.maf.gz	a3d30af91563224841603da6f6c3fea6	2803970	released
e4d9bef4-d1b3-4f9e-a486-c53d2e60ba08	TCGA-LUAD.7694bbab-c0c2-42b5-9209-56f9de993fe8.wgs.varscan2.raw_somatic_mutation.vcf.gz	465b75abdc8d829f802c07022ad5b51c	10660358	released
5dbf9a8c-e15b-4d4d-937d-fb1ae316cb96	TCGA_LUAD.c9706998-30d4-41c9-9766-fdf1a5b1e228.wgs.GATK4_MuTect2_Pair.somatic_annotation.vcf.gz	716d717632df124c68e3374e5f060134	33444554	released
8b84309d-366c-4c32-9249-13a2486d80bc	TCGA_LUAD.604a0057-e1ed-4c10-b7c7-ad6526011f21.wxs.MuSE.somatic_annotation.vcf.gz	ff71a766436c33b3caa2d707a8b166d0	1355062	released
